W00EGS1016246,vision,batch001,ok,2022-08-30T18:37:16.493552
W00EGS1016299,vision,batch001,exception,2022-08-30T20:23:11.072627
W13994,vision,batch001,ok,2022-08-30T20:27:16.218140
W00EGS1016695,vision,batch001,exception,2022-08-30T20:27:44.795502
W00KG016,vision,batch001,ok,2022-08-30T20:28:11.905493
W10736,vision,batch001,ok,2022-08-30T20:49:54.825989
W00EGS1016273,vision,batch001,ok,2022-08-30T20:51:46.979664
W00KG03151,vision,batch001,ok,2022-08-30T20:52:29.430237
W13528,vision,batch001,ok,2022-08-30T20:57:12.623379
W00EGS1016770,vision,batch001,ok,2022-08-30T20:57:43.123853
W00KG01513,vision,batch001,ok,2022-08-30T20:58:19.310198
W14592,vision,batch001,ok,2022-08-30T21:05:54.635550
W00EGS1016276,vision,batch001,ok,2022-08-30T21:06:53.818321
W00EGS1016296,vision,batch001,ok,2022-08-30T21:08:43.407447
W14322,vision,batch001,ok,2022-08-30T21:12:40.132373
W00KG03671,vision,batch001,ok,2022-08-30T21:13:32.665356
W00KG03846,vision,batch001,exception,2022-08-30T21:13:36.543490
W00EGS1016972,vision,batch001,ok,2022-08-30T21:15:04.568968
W00KG01063,vision,batch001,ok,2022-08-30T21:15:41.687382
W13536,vision,batch001,ok,2022-08-30T21:29:20.139788
W00EGS1016800,vision,batch001,ok,2022-08-30T21:29:49.085879
W00KG03940,vision,batch001,ok,2022-08-30T21:34:08.801868
W00KG02677,vision,batch001,ok,2022-08-30T21:35:23.628457
W14457,vision,batch001,ok,2022-08-30T21:36:03.715763
W1229,vision,batch001,ok,2022-08-30T21:40:05.985224
W00KG03984,vision,batch001,ok,2022-08-30T21:40:33.635559
W10979,vision,batch001,ok,2022-08-30T21:43:02.852199
W00KG03976,vision,batch001,ok,2022-08-30T21:45:10.327953
W00EGS1016263,vision,batch001,ok,2022-08-30T21:46:24.169237
W00EGS1017401,vision,batch001,ok,2022-08-30T22:02:47.418843
W00KG01511,vision,batch001,ok,2022-08-30T22:03:18.811485
W12842,vision,batch001,ok,2022-08-30T22:03:52.934660
W00KG07597,vision,batch001,ok,2022-08-30T22:05:54.388399
W00KG03811,vision,batch001,ok,2022-08-30T22:08:18.369876
W00EGS1017093,vision,batch001,ok,2022-08-30T22:13:31.437553
W10308,vision,batch001,ok,2022-08-30T22:14:42.151324
W00KG03746,vision,batch001,ok,2022-08-30T22:16:29.123617
W10347,vision,batch001,ok,2022-08-30T22:22:58.044992
W11575,vision,batch001,ok,2022-08-30T22:23:22.906570
W14076,vision,batch001,ok,2022-08-30T22:25:30.489016
W1174,vision,batch001,ok,2022-08-30T22:31:27.016322
W00EGS1016963,vision,batch001,ok,2022-08-30T22:35:17.602807
W00KG01048,vision,batch001,ok,2022-08-30T22:35:58.836523
W00EGS1017426,vision,batch001,ok,2022-08-30T22:43:08.432193
W00EGS1016678,vision,batch001,ok,2022-08-30T22:43:45.760560
W14615,vision,batch001,ok,2022-08-30T22:44:27.783194
W148,vision,batch001,ok,2022-08-30T22:45:07.052832
W15222,vision,batch001,ok,2022-08-30T22:45:32.318811
W15269,vision,batch001,ok,2022-08-30T22:45:55.358412
W15274,vision,batch001,ok,2022-08-30T22:46:50.389145
W15562,vision,batch001,ok,2022-08-30T22:47:21.894662
W15588,vision,batch001,ok,2022-08-30T22:48:12.589456
W15590,vision,batch001,ok,2022-08-30T22:49:11.189592
W15654,vision,batch001,ok,2022-08-30T22:49:26.937110
W15659,vision,batch001,ok,2022-08-30T22:51:14.645216
W15925,vision,batch001,ok,2022-08-30T22:51:45.776397
W15960,vision,batch001,ok,2022-08-30T22:52:17.113344
W15973,vision,batch001,ok,2022-08-30T22:52:42.607851
W16079,vision,batch001,ok,2022-08-30T22:53:03.273197
W16470,vision,batch001,ok,2022-08-30T22:53:44.558676
W1648,vision,batch001,ok,2022-08-30T22:55:11.090986
W16515,vision,batch001,ok,2022-08-30T22:57:15.561137
W1660,vision,batch001,ok,2022-08-30T22:57:53.497062
W16837,vision,batch001,ok,2022-08-30T22:58:05.884750
W16936,vision,batch001,ok,2022-08-30T23:03:42.164212
W17169,vision,batch001,ok,2022-08-30T23:04:26.386930
W17209,vision,batch001,ok,2022-08-30T23:04:47.293994
W175,vision,batch001,ok,2022-08-30T23:07:27.857665
W17636,vision,batch001,ok,2022-08-30T23:07:58.679695
W17788,vision,batch001,ok,2022-08-30T23:09:17.654760
W18,vision,batch001,ok,2022-08-30T23:10:16.049278
W18120,vision,batch001,ok,2022-08-30T23:10:47.934538
W18122,vision,batch001,ok,2022-08-30T23:11:22.455237
W18126,vision,batch001,ok,2022-08-30T23:11:43.750481
W18133,vision,batch001,ok,2022-08-30T23:12:11.399021
W18135,vision,batch001,ok,2022-08-30T23:13:20.684887
W18139,vision,batch001,ok,2022-08-30T23:13:35.474953
W18300,vision,batch001,ok,2022-08-30T23:13:49.806225
W18616,vision,batch001,ok,2022-08-30T23:14:35.378271
W18640,vision,batch001,ok,2022-08-30T23:14:46.388072
W1904,vision,batch001,exception,2022-08-30T23:14:47.951360
W19222,vision,batch001,ok,2022-08-30T23:16:47.777992
W19223,vision,batch001,ok,2022-08-30T23:20:04.488336
W19224,vision,batch001,ok,2022-08-30T23:20:31.521949
W19227,vision,batch001,ok,2022-08-30T23:21:41.852067
W1923,vision,batch001,ok,2022-08-30T23:22:23.753470
W19230,vision,batch001,ok,2022-08-30T23:22:50.885378
W19462,vision,batch001,ok,2022-08-30T23:23:09.929752
W19471,vision,batch001,ok,2022-08-30T23:23:34.295911
W19472,vision,batch001,ok,2022-08-30T23:24:08.312371
W19474,vision,batch001,ok,2022-08-30T23:24:27.675548
W19479,vision,batch001,ok,2022-08-30T23:24:57.656458
W19508,vision,batch001,ok,2022-08-30T23:26:23.807975
W19604,vision,batch001,ok,2022-08-30T23:27:07.298172
W19605,vision,batch001,ok,2022-08-30T23:27:34.738462
W19606,vision,batch001,ok,2022-08-30T23:27:58.705349
W19610,vision,batch001,ok,2022-08-30T23:29:24.308748
W19615,vision,batch001,ok,2022-08-30T23:29:46.546807
W19617,vision,batch001,ok,2022-08-30T23:32:00.876075
W19618,vision,batch001,ok,2022-08-30T23:32:27.641288
W19639,vision,batch001,ok,2022-08-30T23:32:53.852765
W19664,vision,batch001,ok,2022-08-30T23:33:19.520083
W19665,vision,batch001,ok,2022-08-30T23:33:55.463822
W19668,vision,batch001,ok,2022-08-30T23:34:21.062819
W19692,vision,batch001,ok,2022-08-30T23:35:09.719503
W19801,vision,batch001,ok,2022-08-30T23:37:57.608183
W19803,vision,batch001,ok,2022-08-30T23:39:21.585314
W19809,vision,batch001,ok,2022-08-30T23:39:48.843791
W19811,vision,batch001,ok,2022-08-30T23:40:13.047907
W19822,vision,batch001,ok,2022-08-30T23:40:54.798084
W19829,vision,batch001,ok,2022-08-30T23:41:13.649436
W19830,vision,batch001,ok,2022-08-30T23:41:36.004253
W19836,vision,batch001,exception,2022-08-30T23:41:38.957791
W19848,vision,batch001,ok,2022-08-30T23:41:58.601107
W1986,vision,batch001,ok,2022-08-30T23:43:52.456606
W19873,vision,batch001,ok,2022-08-30T23:44:09.520194
W19884,vision,batch001,ok,2022-08-30T23:46:52.865349
W19895,vision,batch001,ok,2022-08-30T23:47:07.020998
W19960,vision,batch001,ok,2022-08-30T23:47:26.871086
W19961,vision,batch001,ok,2022-08-30T23:47:48.780095
W19962,vision,batch001,ok,2022-08-30T23:48:11.440049
W19963,vision,batch001,ok,2022-08-30T23:48:29.954360
W19973,vision,batch001,ok,2022-08-30T23:48:47.673502
W19988,vision,batch001,ok,2022-08-30T23:49:20.025654
W19995,vision,batch001,ok,2022-08-30T23:49:42.252129
W19999,vision,batch001,ok,2022-08-30T23:51:15.782968
W1AC16,vision,batch001,ok,2022-08-30T23:55:29.557751
W1AC17,vision,batch001,ok,2022-08-30T23:56:04.537061
W1AC2,vision,batch001,ok,2022-08-30T23:56:53.458324
W1AC20,vision,batch001,ok,2022-08-30T23:57:28.578520
W1AC21,vision,batch001,ok,2022-08-30T23:57:59.317054
W1AC213,vision,batch001,ok,2022-08-30T23:58:36.097704
W1AC215,vision,batch001,ok,2022-08-30T23:59:34.022161
W1AC218,vision,batch001,ok,2022-08-31T00:00:42.118694
W1AC219,vision,batch001,ok,2022-08-31T00:01:27.675151
W1AC220,vision,batch001,ok,2022-08-31T00:02:01.084462
W1AC223,vision,batch001,ok,2022-08-31T00:02:29.277690
W1AC225,vision,batch001,ok,2022-08-31T00:03:08.146512
W1AC227,vision,batch001,ok,2022-08-31T00:03:35.889039
W1AC229,vision,batch001,ok,2022-08-31T00:04:25.348931
W1AC232,vision,batch001,ok,2022-08-31T00:04:57.705210
W1AC233,vision,batch001,ok,2022-08-31T00:05:22.925808
W1AC235,vision,batch001,ok,2022-08-31T00:07:38.758538
W1AC237,vision,batch001,ok,2022-08-31T00:08:59.779151
W1AC238,vision,batch001,ok,2022-08-31T00:11:35.838440
W1AC240,vision,batch001,ok,2022-08-31T00:12:03.327985
W1AC241,vision,batch001,ok,2022-08-31T00:13:20.432722
W1AC242,vision,batch001,ok,2022-08-31T00:17:46.934162
W1AC244,vision,batch001,ok,2022-08-31T00:18:44.995246
W1AC247,vision,batch001,ok,2022-08-31T00:19:23.980064
W1AC248,vision,batch001,ok,2022-08-31T00:20:02.306266
W1AC251,vision,batch001,ok,2022-08-31T00:20:23.401691
W1AC256,vision,batch001,ok,2022-08-31T00:21:17.619315
W1AC26,vision,batch001,ok,2022-08-31T00:22:02.729413
W1AC261,vision,batch001,ok,2022-08-31T00:22:53.068992
W1AC265,vision,batch001,ok,2022-08-31T00:24:46.773330
W1AC270,vision,batch001,ok,2022-08-31T00:25:24.086038
W1AC273,vision,batch001,ok,2022-08-31T00:25:54.662708
W1AC274,vision,batch001,ok,2022-08-31T00:26:38.902878
W1AC275,vision,batch001,ok,2022-08-31T00:27:13.305252
W1AC278,vision,batch001,ok,2022-08-31T00:30:12.061284
W1AC28,vision,batch001,ok,2022-08-31T00:30:48.990842
W1AC280,vision,batch001,ok,2022-08-31T00:31:16.728187
W1AC282,vision,batch001,ok,2022-08-31T00:31:57.808929
W1AC283,vision,batch001,ok,2022-08-31T00:32:36.559974
W1AC287,vision,batch001,ok,2022-08-31T00:33:05.175247
W1AC288,vision,batch001,ok,2022-08-31T00:33:54.707214
W1AC289,vision,batch001,ok,2022-08-31T00:34:39.990902
W1AC29,vision,batch001,ok,2022-08-31T00:36:16.687379
W1AC291,vision,batch001,ok,2022-08-31T00:36:55.484784
W1AC292,vision,batch001,ok,2022-08-31T00:37:29.733568
W1AC296,vision,batch001,ok,2022-08-31T00:38:04.649704
W1AC299,vision,batch001,ok,2022-08-31T00:38:51.351385
W1AC305,vision,batch001,ok,2022-08-31T00:43:01.535855
W1AC308,vision,batch001,ok,2022-08-31T00:46:53.437114
W1AC309,vision,batch001,exception,2022-08-31T00:57:59.875884
W1AC31,vision,batch001,ok,2022-08-31T00:59:43.644271
