subText_ID,Text_ID
W1KG21224-I1KG21270,W1KG21224
W20442-I1KG16010,W20442
W1PD137800-I2PD17931,W1PD137800
W2PD19333-I4PD4787,W2PD19333
W4PD502-I4PD4033,W4PD502
W4PD502-I4PD4109,W4PD502
W3CN3408-I3CN4415,W3CN3408
W1PD95787-I1PD98401,W1PD95787
W3PD188-I3PD267,W3PD188
W3PD188-I3PD283,W3PD188
W3CN4801-I3CN4803,W3CN4801
W1KG14647-I1KG15708,W1KG14647
W20026-I1KG12929,W20026
W4PD502-I4PD4108,W4PD502
W1KG21707-I1KG21768,W1KG21707
W1KG9771-I1KG9785,W1KG9771
W1KG16609-I1KG16644,W1KG16609
W1PD181143-I4PD3044,W1PD181143
W20485-I1KG18821,W20485
W3PD188-I3PD279,W3PD188
W1PD105840-I1PD105842,W1PD105840
W26078-4396,W26078
W3CN5519-I3CN5523,W3CN5519
W1KG6248-I1KG10627,W1KG6248
W1KG14647-I1KG15709,W1KG14647
W1KG18139-I1KG18167,W1KG18139
W30528-I1KG14753,W30528
W3CN7842-I3CN7844,W3CN7842
W1PD181143-I4PD3026,W1PD181143
W29032-5740,W29032
W3CN4705-I3CN4707,W3CN4705
W1KG14647-I1KG15711,W1KG14647
W3CN7886-I3CN7888,W3CN7886
W4PD502-I4PD4025,W4PD502
W1PD181143-I4PD3031,W1PD181143
W1AC305-I2PD17747,W1AC305
W1PD181143-I4PD3032,W1PD181143
W1PD95787-I1PD98400,W1PD95787
W1PD137884-I2PD18586,W1PD137884
W1AT884-I1KG2739,W1AT884
W3PD188-I3PD266,W3PD188
W1PD181143-I4PD3043,W1PD181143
W3PD188-I3PD268,W3PD188
W1PD181143-I4PD3039,W1PD181143
W3CN3417-I3CN4497,W3CN3417
W3CN3408-I3CN4465,W3CN3408
W1KG24220-I1KG24302,W1KG24220
W20214-4197,W20214
W1AC40-I2PD17596,W1AC40
W3CN5005-I3CN5007,W3CN5005
W3CN5519-I3CN5524,W3CN5519
W3CN4702-I3CN4704,W3CN4702
W1PD152291-I2PD18414,W1PD152291
W3CN7889-I3CN7891,W3CN7889
W1AC237-I2PD18113,W1AC237
W1KG18139-I1KG18168,W1KG18139
W1KG24221-I1KG24305,W1KG24221
W1KG14647-I1KG15710,W1KG14647
W19680-4847,W19680
W1PD181143-I4PD3037,W1PD181143
W1PD137800-I2PD17926,W1PD137800
W1PD181143-I4PD3034,W1PD181143
W1PD181143-I4PD3028,W1PD181143
W17320-I1PD36420,W17320
W1KG14505-I1KG15201,W1KG14505
W1PD137783-I2PD17911,W1PD137783
W2DB5974-I1PD27500,W2DB5974
W3PD188-I3PD278,W3PD188
W3PD188-I3PD269,W3PD188
W1AC238-I2PD18148,W1AC238
W3CN4807-I3CN4809,W3CN4807
W1PD137800-I2PD17927,W1PD137800
W20428-I1KG5742,W20428
W3CN4789-I3CN4791,W3CN4789
W00KG03809-I1PD90075,W00KG03809
W1KG15383-I1KG15395,W1KG15383
W2CZ8041-I1KG18824,W2CZ8041
W1KG14505-I1KG15202,W1KG14505
W4PD502-I4PD4031,W4PD502
W1KG16596-I4PD4439,W1KG16596
W1KG16611-I1KG16657,W1KG16611
W1PD181143-I4PD3027,W1PD181143
W00KG03809-I1PD90076,W00KG03809
W20428-I1KG5743,W20428
W1PD181143-I4PD3038,W1PD181143
W1AC235-I2PD18130,W1AC235
W1KG24220-I1KG24301,W1KG24220
W8LS20245-I8LS20247,W8LS20245
W1KG25033-I1KG25035,W1KG25033
W3PD194-I4PD4607,W3PD194
W29013-5016,W29013
W3CN4963-I3CN4966,W3CN4963
W1KG24729-I1KG24731,W1KG24729
W29329-I1KG15044,W29329
W8LS19189-I8LS19191,W8LS19189
W29329-I1KG15042,W29329
W1PD137811-I1KG13534,W1PD137811
W8LS19192-I8LS19194,W8LS19192
W1KG15009-I4PD4504,W1KG15009
W28949-I1KG10819,W28949
W3PD193-I4PD4605,W3PD193
W1KG22690-I1KG22732,W1KG22690
W2PD19078-I2PD19085,W2PD19078
W30434-I1KG14929,W30434
W4PD502-I4PD4104,W4PD502
W8LS18964-I8LS18966,W8LS18964
W19997-I1GS44630,W19997
W1KG16651-I2PD17682,W1KG16651
W1KG4884-I1KG4903,W1KG4884
W1PD133161-I4PD2795,W1PD133161
W1PD152291-I2PD18407,W1PD152291
W26078-4395,W26078
W3CN7099-I3CN7110,W3CN7099
W1AC242-I2PD17762,W1AC242
W1KG16138-I1KG16142,W1KG16138
W1PD107937-I1PD107948,W1PD107937
W3CN4660-I3CN4662,W3CN4660
W4CZ62374-I4CZ62379,W4CZ62374
W4PD502-I4PD4074,W4PD502
W4CZ34105-I1KG16818,W4CZ34105
W1KG22943-I1KG22982,W1KG22943
W1KG4884-I1KG4892,W1KG4884
W26078-4398,W26078
W3CN3408-I3CN4460,W3CN3408
W4PD502-I4PD4008,W4PD502
W3CN3408-I3CN4456,W3CN3408
W3CN3408-I3CN4454,W3CN3408
W3CN4709-I3CN4711,W3CN4709
W3CN3408-I3CN4430,W3CN3408
W1KG18579-I1KG18729,W1KG18579
W1PD137800-I2PD17930,W1PD137800
W1PD152291-I2PD18423,W1PD152291
W3CN5026-I3CN5029,W3CN5026
W8LS20658-I8LS20660,W8LS20658
W1KG14555-I1KG14573,W1KG14555
W1KG16557-I2PD18041,W1KG16557
W1KG4884-I1KG4899,W1KG4884
W2PD17467-I4PD2928,W2PD17467
W3CN3033-I3CN3506,W3CN3033
W3CN4894-I3CN4896,W3CN4894
W3CN3408-I3CN4437,W3CN3408
W1KG13014-I1KG13089,W1KG13014
W1KG16655-I4PD2647,W1KG16655
W1KG8583-I1KG8597,W1KG8583
W1PD133161-I4PD2791,W1PD133161
W4PD502-I4PD3999,W4PD502
W1AC413-I2PD17796,W1AC413
W1KG22580-I1KG22590,W1KG22580
W1KG22580-I1KG22588,W1KG22580
W26078-4397,W26078
W4CZ62374-I4CZ62376,W4CZ62374
W1PD133161-I4PD2790,W1PD133161
W20129-I1KG14902,W20129
W3PD362-I2PD17753,W3PD362
W4PD2014-I2PD20588,W4PD2014
W1KG5724-I1KG5726,W1KG5724
W1KG16652-I4PD2614,W1KG16652
W3CN6458-I3CN6460,W3CN6458
W1KG13431-I1KG13434,W1KG13431
W3CN3408-I3CN4462,W3CN3408
W1AC242-I2PD17756,W1AC242
W1PD107937-I1PD107943,W1PD107937
W1PD107937-I1PD107941,W1PD107937
W3CN7829-I3CN7831,W3CN7829
W4CZ62374-I4CZ62380,W4CZ62374
W1KG16655-I4PD2634,W1KG16655
W1KG20929-I1KG20994,W1KG20929
W4CZ62374-I4CZ62381,W4CZ62374
W3CN3408-I3CN4400,W3CN3408
W1AC256-I2PD18111,W1AC256
W1KG16613-I1KG16661,W1KG16613
W2PD19078-I2PD19082,W2PD19078
W4PD502-I4PD4050,W4PD502
W1AC278-I2PD20351,W1AC278
W1PD133163-I4PD2450,W1PD133163
W1PD137786-I2PD17915,W1PD137786
W3CN5249-I3CN5251,W3CN5249
W3CN3408-I3CN4433,W3CN3408
W1AC364-I2PD17986,W1AC364
W1KG16652-I4PD2608,W1KG16652
W1PD107937-I1PD107940,W1PD107937
W1PD152291-I2PD18408,W1PD152291
W4PD502-I4PD4122,W4PD502
W00KG08430-I00KG08437,W00KG08430
W1AC16-I2PD18493,W1AC16
W1AC242-I2PD17761,W1AC242
W3CN5561-I3CN5563,W3CN5561
W1KG25864-I1KG25866,W1KG25864
W1PD107937-I1PD107954,W1PD107937
W1PD107937-I1PD107942,W1PD107937
W28829-5762,W28829
W29517-I00EGS1017356,W29517
W1PD133163-I4PD2453,W1PD133163
W3CN3417-I3CN4505,W3CN3417
W4CZ62374-I4CZ62378,W4CZ62374
W3CN4274-I3CN4294,W3CN4274
W3CN5285-I3CN5287,W3CN5285
W4PD502-I4PD4121,W4PD502
W00KG03811-I1PD90084,W00KG03811
W4PD502-I4PD4028,W4PD502
W1KG25153-I1KG25155,W1KG25153
W1PD152291-I2PD18415,W1PD152291
W3PD397-I2PD17698,W3PD397
W4CZ62374-I4CZ62377,W4CZ62374
W1KG16557-I2PD18042,W1KG16557
W30480-I1KG16927,W30480
W4PD502-I4PD4075,W4PD502
W1KG16666-I4PD2700,W1KG16666
W1KG25343-I1KG25346,W1KG25343
W1PD107937-I1PD107946,W1PD107937
W1PD137800-I2PD17929,W1PD137800
W3CN4716-I3CN4718,W3CN4716
W4CZ34105-I1KG16823,W4CZ34105
W1PD83977-I1PD96460,W1PD83977
W3CN3417-I3CN4502,W3CN3417
W4PD502-I4PD4051,W4PD502
W1KG15935-I1KG15942,W1KG15935
W1KG16610-I1KG16646,W1KG16610
W1KG9031-I1KG9054,W1KG9031
W1PD107937-I1PD107949,W1PD107937
W3CN3408-I3CN4442,W3CN3408
W3CN3408-I3CN4417,W3CN3408
W1KG4884-I1KG4906,W1KG4884
W1KG4884-I1KG4908,W1KG4884
W1PD107937-I1PD107962,W1PD107937
W1PD137800-I2PD17928,W1PD137800
W00EGS1016951-I01JW173,W00EGS1016951
W1AC364-I2PD17987,W1AC364
W1GS54156-I1KG13745,W1GS54156
W26078-4409,W26078
W1KG21231-I1KG21307,W1KG21231
W1KG23091-I1KG23138,W1KG23091
W1PD137887-I2PD17665,W1PD137887
W26078-4415,W26078
W3CN3408-I3CN4441,W3CN3408
W1KG16147-I1KG16151,W1KG16147
W1KG16651-I2PD17674,W1KG16651
W1KG16803-I1KG17037,W1KG16803
W1PD133163-I4PD2451,W1PD133163
W20131-I1KG14900,W20131
W26078-4408,W26078
W3CN3408-I3CN4404,W3CN3408
W3CN3408-I3CN4414,W3CN3408
W1KG16591-I2PD18181,W1KG16591
W1KG16666-I4PD2681,W1KG16666
W22073-I1KG17893,W22073
W2PD17609-I4PD4239,W2PD17609
W3CN5141-I3CN5143,W3CN5141
W00KG08430-I00KG08436,W00KG08430
W1AC435-I2PD19779,W1AC435
W3CN3408-I3CN4410,W3CN3408
W3CN3408-I3CN4445,W3CN3408
W1AC321-I2PD18068,W1AC321
W4PD502-I4PD4036,W4PD502
W1KG16805-I1KG17045,W1KG16805
W1PD137884-I2PD18590,W1PD137884
W3CN3417-I3CN4498,W3CN3417
W4PD502-I4PD4040,W4PD502
W4PD502-I4PD4041,W4PD502
W00KG08430-I00KG08438,W00KG08430
W1AC361-I4PD3943,W1AC361
W1AC54-I2PD17600,W1AC54
W1KG22988-I1KG23072,W1KG22988
W1PD107937-I1PD107950,W1PD107937
W3CN5345-I3CN5347,W3CN5345
W3CN4869-I3CN4871,W3CN4869
W1PD137800-I2PD17934,W1PD137800
W4PD502-I4PD4106,W4PD502
W1KG14505-I1KG15203,W1KG14505
W2PD19078-I2PD19084,W2PD19078
W3CN4872-I3CN4874,W3CN4872
W3CN4816-I3CN4818,W3CN4816
W3CN7877-I3CN7879,W3CN7877
W4PD502-I4PD4077,W4PD502
W3CN5036-I3CN5038,W3CN5036
W1PD107937-I1PD107953,W1PD107937
W4PD502-I4PD4043,W4PD502
W2PD19078-I2PD19083,W2PD19078
W1AC374-I4PD2725,W1AC374
W1PD107937-I1PD107963,W1PD107937
W1PD107937-I1PD107965,W1PD107937
W20828-4244,W20828
W1KG25343-I1KG25345,W1KG25343
W1PD107937-I1PD107939,W1PD107937
W3CN3408-I3CN4399,W3CN3408
W1KG15822-I1KG15824,W1KG15822
W1KG4884-I1KG4902,W1KG4884
W1PD107937-I1PD107964,W1PD107937
W1PD90704-I1PD90711,W1PD90704
W1KG24247-I1KG24322,W1KG24247
W20036-I1KG14775,W20036
W3CN3408-I3CN4423,W3CN3408
W1PD95787-I1PD98399,W1PD95787
W12164-I1KG20686,W12164
W1KG12222-I1KG12252,W1KG12222
W1KG12222-I1KG12251,W1KG12222
W1PD107937-I1PD107960,W1PD107937
W1PD181143-I4PD3033,W1PD181143
W1PD181143-I4PD3045,W1PD181143
W22156-4820,W22156
W1KG14505-I1KG15205,W1KG14505
W1KG16138-I1KG16141,W1KG16138
W1KG16652-I4PD2618,W1KG16652
W1KG23091-I1KG23137,W1KG23091
W1PD181143-I4PD3040,W1PD181143
W3CN3417-I3CN4504,W3CN3417
W3CN7892-I3CN7894,W3CN7892
W00KG03811-I1PD90083,W00KG03811
W1KG22580-I1KG22589,W1KG22580
W2PD17397-I4PD2973,W2PD17397
W3PD188-I3PD271,W3PD188
W3CN4716-I3CN4719,W3CN4716
W4PD502-I4PD4032,W4PD502
W4PD502-I4PD4042,W4PD502
W1PD159411-I2PD18482,W1PD159411
W1PD181143-I4PD3036,W1PD181143
W4PD502-I4PD4030,W4PD502
W3CN3408-I3CN4416,W3CN3408
W3PD188-I3PD277,W3PD188
W1KG20879-I1KG20969,W1KG20879
W1KG9042-I1KG9074,W1KG9042
W1PD133163-I4PD2449,W1PD133163
W1PD137884-I2PD18589,W1PD137884
W3CN5011-I3CN8671,W3CN5011
W3PD188-I3PD272,W3PD188
W3PD188-I3PD276,W3PD188
W1KG14603-I1KG21209,W1KG14603
W1KG16666-I4PD2699,W1KG16666
W3CN4777-I3CN4779,W3CN4777
W3CN6458-I3CN6461,W3CN6458
W4PD502-I4PD4017,W4PD502
W3CN5051-I3CN5053,W3CN5051
W1KG14616-I1KG15621,W1KG14616
W1PD152291-I2PD18411,W1PD152291
W1PD159411-I2PD18481,W1PD159411
W4PD502-I4PD4038,W4PD502
W1KG14796-I1KG14927,W1KG14796
W1PD159411-I2PD18480,W1PD159411
W3CN7871-I3CN7873,W3CN7871
W1KG13685-I1KG13751,W1KG13685
W1AC16-I2PD18492,W1AC16
W1PD137884-I2PD18587,W1PD137884
W20914-5714,W20914
W21700-I1KG16665,W21700
W4PD502-I4PD4018,W4PD502
W4PD502-I4PD4035,W4PD502
W4PD502-I4PD4026,W4PD502
W4PD502-I4PD4034,W4PD502
W17722-4791,W17722
W1PD105846-I1PD105848,W1PD105846
W4PD502-I4PD4039,W4PD502
W1PD152286-I2PD19027,W1PD152286
W4PD502-I4PD4029,W4PD502
W1PD152281-I2PD17651,W1PD152281
W1PD152291-I2PD18413,W1PD152291
W1AC241-I2PD17971,W1AC241
W1PD133163-I4PD2452,W1PD133163
W26078-4419,W26078
W3PD188-I3PD275,W3PD188
W4PD502-I4PD4019,W4PD502
W8LS20692-I8LS20694,W8LS20692
W1AC265-I2PD17766,W1AC265
W3CN4716-I3CN4720,W3CN4716
W3PD188-I3PD280,W3PD188
W22017-I1KG17635,W22017
W1AC278-I2PD20353,W1AC278
W26078-4403,W26078
W2CZ8041-I1KG18823,W2CZ8041
W4PD502-I4PD4107,W4PD502
W1PD137888-I2PD17671,W1PD137888
W1AC278-I2PD20352,W1AC278
W4PD502-I4PD4024,W4PD502
W4PD502-I4PD4037,W4PD502
W1AC305-I2PD17748,W1AC305
W1KG14505-I1KG15209,W1KG14505
W3PD188-I3PD270,W3PD188
W1PD107937-I1PD107955,W1PD107937
W3PD188-I3PD282,W3PD188
W1PD133163-I4PD2448,W1PD133163
W2DB5974-I1PD27501,W2DB5974
W1PD137884-I2PD18588,W1PD137884
W3PD188-I3PD274,W3PD188
W1KG16596-I4PD4440,W1KG16596
W1KG25578-I1KG25580,W1KG25578
W19997-I1GS44629,W19997
W1KG25320-I1KG25323,W1KG25320
W8LS20836-I8LS20838,W8LS20836
W3PD188-I3PD281,W3PD188
W4PD502-I4PD4027,W4PD502
W26078-4405,W26078
W1PD137798-I2PD18557,W1PD137798
W2DB13635-I1PD30941,W2DB13635
W1KG20929-I1KG20995,W1KG20929
W4PD502-I4PD3997,W4PD502
W1KG12222-I1KG12250,W1KG12222
W1PD137884-I2PD18585,W1PD137884
W26078-4390,W26078
W20325-4245,W20325
W1KG15593-I1KG15595,W1KG15593
W1KG9772-I1KG9795,W1KG9772
W1PD181143-I4PD3030,W1PD181143
W1KG25431-I1KG25433,W1KG25431
W1PD181143-I4PD3041,W1PD181143
W3PD188-I3PD273,W3PD188
W19680-4846,W19680
W00EGS1016686-I01JW127,W00EGS1016686
W1AC305-I2PD17749,W1AC305
W19680-4845,W19680
W1PD181143-I4PD3029,W1PD181143
W8LS20767-I8LS20829,W8LS20767
W3PD403-I2PD18026,W3PD403
W3CN4684-I3CN4686,W3CN4684
W4PD502-I4PD4013,W4PD502
W8LS20655-I8LS20657,W8LS20655
W4PD502-I4PD4002,W4PD502
W3PD405-I2PD18031,W3PD405
W1KG13759-I1KG15438,W1KG13759
W1KG14746-I2PD18173,W1KG14746
W2DB5977-I1PD28141,W2DB5977
W3CN5117-I3CN5119,W3CN5117
W1PD159451-I4PD4572,W1PD159451
W1KG24041-I1KG24198,W1KG24041
W1KG23421-I1KG23499,W1KG23421
W19999-I1PD86094,W19999
W3PD398-I4PD3258,W3PD398
W3PD398-I4PD3257,W3PD398
W3CN5192-I3CN5194,W3CN5192
W24824-I1KG22748,W24824
W21707-I1KG22775,W21707
W20859-I1GS105619,W20859
W1KG21301-I1KG21673,W1KG21301
W1GS49535-I1GS49574,W1GS49535
W1AC364-I2PD17984,W1AC364
W00KG02331-I00KG02352,W00KG02331
W4PD502-I4PD4112,W4PD502
W3PD398-I4PD3260,W3PD398
W3CN5198-I3CN5200,W3CN5198
W1KG16581-I2PD18458,W1KG16581
W1KG13840-I1KG18522,W1KG13840
W19999-I1PD86093,W19999
W1PD90122-I1PD90139,W1PD90122
W1KG24038-I1KG24192,W1KG24038
W2PD19201-I2PD19215,W2PD19201
W2PD17467-I4PD2918,W2PD17467
W8LS20861-I8LS20863,W8LS20861
W3CN4337-I3CN4584,W3CN4337
W3CN5060-I3CN5062,W3CN5060
W8LS20744-I8LS20758,W8LS20744
W3CN5120-I3CN5122,W3CN5120
W1KG23421-I1KG23495,W1KG23421
W3CN6894-I3CN6896,W3CN6894
W3CN558-I3CN3985,W3CN558
W1KG8299-I1KG8489,W1KG8299
W1KG23520-I1KG23573,W1KG23520
W19999-I1PD86098,W19999
W1KG14742-I2PD19553,W1KG14742
W1KG14673-I1KG15756,W1KG14673
W3CN5270-I3CN5272,W3CN5270
W1PD159451-I4PD4563,W1PD159451
W1KG25144-I1KG25146,W1KG25144
W1KG23262-I1KG23312,W1KG23262
W1AC57-I2PD18751,W1AC57
W3CN5300-I3CN5302,W3CN5300
W2PD17467-I4PD2927,W2PD17467
W2PD17467-I4PD2926,W2PD17467
W23683-2431,W23683
W1KG25243-I1KG25245,W1KG25243
W1KG23421-I1KG23498,W1KG23421
W1KG21010-I1KG21037,W1KG21010
W1GS49554-I1GS49572,W1GS49554
W1AC423-I2PD17897,W1AC423
W3CN4951-I3CN4953,W3CN4951
W1KG21598-I1KG21705,W1KG21598
W1KG13764-I1KG14949,W1KG13764
W1AC56-I2PD18749,W1AC56
W20235-I1GS55149,W20235
W20574-I1KG23296,W20574
W1KG24977-I1KG24983,W1KG24977
W00KG03653-I00KG03733,W00KG03653
W3CN5438-I3CN5440,W3CN5438
W1KG18573-I1KG18666,W1KG18573
W1KG15995-I1KG16201,W1KG15995
W1AC400-I2PD18755,W1AC400
W00KG07624-I00KG07863,W00KG07624
W3CN6495-I3CN6497,W3CN6495
W3CN5258-I3CN5260,W3CN5258
W1KG5903-I1KG5921,W1KG5903
W1KG13776-I1KG15260,W1KG13776
W1AC456-I2PD18768,W1AC456
W3PD398-I4PD3285,W3PD398
W3CN6403-I3CN6405,W3CN6403
W3CN6400-I3CN6402,W3CN6400
W3CN3375-I3CN3529,W3CN3375
W1KG23421-I1KG23497,W1KG23421
W1KG1660-I1KG1662,W1KG1660
W17836-I1GS57578,W17836
W00KG03597-I00KG03614,W00KG03597
W21849-I1KG23002,W21849
W20194-I1KG23334,W20194
W1KG14709-I2PD19785,W1KG14709
W3CN3408-I3CN4449,W3CN3408
W3PD386-I2PD17837,W3PD386
W3CN7997-I3CN7999,W3CN7997
W3CN547-I3CN3963,W3CN547
W21615-I1GS105527,W21615
W1PD90127-I1PD90149,W1PD90127
W1KG25012-I1KG25014,W1KG25012
W1KG14676-I1KG15764,W1KG14676
W3CN4280-I3CN4306,W3CN4280
W2PD17637-I2PD19276,W2PD17637
W1KG18631-I1KG20660,W1KG18631
W8LS20643-I8LS20645,W8LS20643
W3PD398-I4PD3256,W3PD398
W1KG14652-I1KG15731,W1KG14652
W20841-5675,W20841
W3PD363-I2PD17845,W3PD363
W3CN5054-I3CN5056,W3CN5054
W3PD403-I2PD18026,W3PD403
W3CN4684-I3CN4686,W3CN4684
W4PD502-I4PD4013,W4PD502
W8LS20655-I8LS20657,W8LS20655
W4PD502-I4PD4002,W4PD502
W3PD405-I2PD18031,W3PD405
W1KG13759-I1KG15438,W1KG13759
W1KG14746-I2PD18173,W1KG14746
W2DB5977-I1PD28141,W2DB5977
W3CN5117-I3CN5119,W3CN5117
W1PD159451-I4PD4572,W1PD159451
W1KG24041-I1KG24198,W1KG24041
W1KG23421-I1KG23499,W1KG23421
W19999-I1PD86094,W19999
W3PD398-I4PD3258,W3PD398
W3PD398-I4PD3257,W3PD398
W3CN5192-I3CN5194,W3CN5192
W24824-I1KG22748,W24824
W21707-I1KG22775,W21707
W20859-I1GS105619,W20859
W1KG21301-I1KG21673,W1KG21301
W1GS49535-I1GS49574,W1GS49535
W1AC364-I2PD17984,W1AC364
W00KG02331-I00KG02352,W00KG02331
W4PD502-I4PD4112,W4PD502
W3PD398-I4PD3260,W3PD398
W3CN5198-I3CN5200,W3CN5198
W1KG16581-I2PD18458,W1KG16581
W1KG13840-I1KG18522,W1KG13840
W19999-I1PD86093,W19999
W1PD90122-I1PD90139,W1PD90122
W1KG24038-I1KG24192,W1KG24038
W2PD19201-I2PD19215,W2PD19201
W2PD17467-I4PD2918,W2PD17467
W8LS20861-I8LS20863,W8LS20861
W3CN4337-I3CN4584,W3CN4337
W3CN5060-I3CN5062,W3CN5060
W8LS20744-I8LS20758,W8LS20744
W3CN5120-I3CN5122,W3CN5120
W1KG23421-I1KG23495,W1KG23421
W3CN6894-I3CN6896,W3CN6894
W3CN558-I3CN3985,W3CN558
W1KG8299-I1KG8489,W1KG8299
W1KG23520-I1KG23573,W1KG23520
W19999-I1PD86098,W19999
W1KG14742-I2PD19553,W1KG14742
W1KG14673-I1KG15756,W1KG14673
W3CN5270-I3CN5272,W3CN5270
W1PD159451-I4PD4563,W1PD159451
W1KG25144-I1KG25146,W1KG25144
W1KG23262-I1KG23312,W1KG23262
W1AC57-I2PD18751,W1AC57
W3CN5300-I3CN5302,W3CN5300
W2PD17467-I4PD2927,W2PD17467
W2PD17467-I4PD2926,W2PD17467
W23683-2431,W23683
W1KG25243-I1KG25245,W1KG25243
W1KG23421-I1KG23498,W1KG23421
W1KG21010-I1KG21037,W1KG21010
W1GS49554-I1GS49572,W1GS49554
W1AC423-I2PD17897,W1AC423
W3CN4951-I3CN4953,W3CN4951
W1KG21598-I1KG21705,W1KG21598
W1KG13764-I1KG14949,W1KG13764
W1AC56-I2PD18749,W1AC56
W20235-I1GS55149,W20235
W20574-I1KG23296,W20574
W1KG24977-I1KG24983,W1KG24977
W00KG03653-I00KG03733,W00KG03653
W3CN5438-I3CN5440,W3CN5438
W1KG18573-I1KG18666,W1KG18573
W1KG15995-I1KG16201,W1KG15995
W1AC400-I2PD18755,W1AC400
W00KG07624-I00KG07863,W00KG07624
W3CN6495-I3CN6497,W3CN6495
W3CN5258-I3CN5260,W3CN5258
W1KG5903-I1KG5921,W1KG5903
W1KG13776-I1KG15260,W1KG13776
W1AC456-I2PD18768,W1AC456
W3PD398-I4PD3285,W3PD398
W3CN6403-I3CN6405,W3CN6403
W3CN6400-I3CN6402,W3CN6400
W3CN3375-I3CN3529,W3CN3375
W1KG23421-I1KG23497,W1KG23421
W1KG1660-I1KG1662,W1KG1660
W17836-I1GS57578,W17836
W00KG03597-I00KG03614,W00KG03597
W21849-I1KG23002,W21849
W20194-I1KG23334,W20194
W1KG14709-I2PD19785,W1KG14709
W3CN3408-I3CN4449,W3CN3408
W3PD386-I2PD17837,W3PD386
W3CN7997-I3CN7999,W3CN7997
W3CN547-I3CN3963,W3CN547
W21615-I1GS105527,W21615
W1PD90127-I1PD90149,W1PD90127
W1KG25012-I1KG25014,W1KG25012
W1KG14676-I1KG15764,W1KG14676
W3CN4280-I3CN4306,W3CN4280
W2PD17637-I2PD19276,W2PD17637
W1KG18631-I1KG20660,W1KG18631
W8LS20643-I8LS20645,W8LS20643
W3PD398-I4PD3256,W3PD398
W1KG14652-I1KG15731,W1KG14652
W20841-5675,W20841
W3PD363-I2PD17845,W3PD363
W3CN5054-I3CN5056,W3CN5054
