subText_ID,Text_ID
W1KG24915-I1KG24918,W1KG24915
W1KG4884-I1KG4894,W1KG4884
W1PD137798-I2PD18556,W1PD137798
W1PD152284-I2PD18999,W1PD152284
W3CN7829-I3CN7833,W3CN7829
W3CN7913-I3CN7918,W3CN7913
W4PD502-I4PD4006,W4PD502
W1KG15383-I1KG15396,W1KG15383
W1KG25122-I1KG25124,W1KG25122
W3CN3417-I3CN4501,W3CN3417
W3CN6348-I3CN6350,W3CN6348
W3CN8057-I3CN8059,W3CN8057
W3PD416-I4PD4686,W3PD416
W1KG25599-I1KG25601,W1KG25599
W1PD137838-I2PD18306,W1PD137838
W1AC16-I2PD18495,W1AC16
W1KG14136-I1KG14327,W1KG14136
W1KG15036-I1KG15049,W1KG15036
W1KG16672-I4PD3932,W1KG16672
W1PD133161-I4PD2805,W1PD133161
W20114-I1KG22765,W20114
W26078-4420,W26078
W30416-I1PD28133,W30416
W4PD502-I4PD4086,W4PD502
W8LS18982-I8LS18984,W8LS18982
W1AC339-I4PD4482,W1AC339
W1KG14505-I1KG15206,W1KG14505
W1KG14736-I2PD17907,W1KG14736
W1KG16666-I4PD2692,W1KG16666
W1KG24104-I1KG24255,W1KG24104
W1KG8579-I1KG8591,W1KG8579
W21690-4864,W21690
W24589-I1PD28135,W24589
W3CN3372-I3CN3523,W3CN3372
W3CN4339-I3CN4580,W3CN4339
W3CN7920-I3CN7923,W3CN7920
W4PD502-I4PD4095,W4PD502
W1AC309-I4PD2753,W1AC309
W1AC364-I2PD17993,W1AC364
W1AC374-I4PD2735,W1AC374
W1AC374-I4PD2724,W1AC374
W1KG16655-I4PD2656,W1KG16655
W1KG16655-I4PD2658,W1KG16655
W1KG16666-I4PD2690,W1KG16666
W1KG16666-I4PD2680,W1KG16666
W1KG16666-I4PD2679,W1KG16666
W1KG4884-I1KG4895,W1KG4884
W1PD133164-I2PD20418,W1PD133164
W3CN5423-I3CN5425,W3CN5423
W3PD234-I4PD4630,W3PD234
W8LS19186-I8LS19188,W8LS19186
W1KG9771-I1KG9787,W1KG9771
W1PD133164-I2PD20417,W1PD133164
W3CN3408-I3CN4447,W3CN3408
W3CN4275-I3CN4296,W3CN4275
W3CN7829-I3CN7837,W3CN7829
W4PD502-I4PD3996,W4PD502
W3CN3408-I3CN4422,W3CN3408
W3CN3408-I3CN4403,W3CN3408
W1AC448-I2PD18372,W1AC448
W1KG16652-I4PD2604,W1KG16652
W1PD107937-I1PD107945,W1PD107937
W1PD137798-I2PD18554,W1PD137798
W20134-I1KG22915,W20134
W29523-I1KG22697,W29523
W4PD502-I4PD4062,W4PD502
W4PD502-I4PD4055,W4PD502
W1AC309-I4PD2748,W1AC309
W1AC368-I4PD4429,W1AC368
W1AC43-I2PD18528,W1AC43
W1KG15937-I1KG15948,W1KG15937
W1KG24915-I1KG24924,W1KG24915
W3CN7829-I3CN7841,W3CN7829
W3PD398-I4PD3277,W3PD398
W4CZ30835-I4CZ30839,W4CZ30835
W4PD502-I4PD4116,W4PD502
W00KG01522-5823,W00KG01522
W3CN5624-I3CN5627,W3CN5624
W1AC309-I4PD2752,W1AC309
W1KG16655-I4PD2657,W1KG16655
W1KG16655-I4PD2651,W1KG16655
W1KG16666-I4PD2687,W1KG16666
W1KG17022-I1KG17118,W1KG17022
W1KG24915-I1KG24921,W1KG24915
W1KG24915-I1KG24922,W1KG24915
W1KG4884-I1KG4896,W1KG4884
W3CN3430-I3CN4017,W3CN3430
W3CN5823-I3CN5834,W3CN5823
W3CN7099-I3CN7112,W3CN7099
W3CN7913-I3CN7915,W3CN7913
W4PD502-I4PD4053,W4PD502
W1AC374-I4PD2736,W1AC374
W3CN8060-I3CN8063,W3CN8060
W3PD410-I4PD4548,W3PD410
W3CN3408-I3CN4446,W3CN3408
W00KG010265-I1KG570,W00KG010265
W1AC374-I4PD2733,W1AC374
W1KG14787-I1KG14833,W1KG14787
W1KG16139-I1KG16144,W1KG16139
W2CZ9154-I1KG14881,W2CZ9154
W3CN8046-I3CN8410,W3CN8046
W4PD502-I4PD3982,W4PD502
W4PD502-I4PD4056,W4PD502
W00EGS1017422-I1PD28032,W00EGS1017422
W1GS44056-5821,W1GS44056
W1KG13759-I1KG15432,W1KG13759
W1KG13759-I1KG15437,W1KG13759
W1KG24915-I1KG24919,W1KG24915
W1KG25162-I1KG25164,W1KG25162
W3CN3394-I3CN4259,W3CN3394
W3CN4347-I3CN4564,W3CN4347
W3CN7719-I3CN7721,W3CN7719
W4PD502-I4PD4001,W4PD502
W4PD502-I4PD3993,W4PD502
W1AC309-I4PD2739,W1AC309
W1AC309-I4PD2755,W1AC309
W1AC374-I4PD2732,W1AC374
W1KG14674-I1KG15759,W1KG14674
W1KG15516-I1KG15583,W1KG15516
W1KG15990-I1KG16199,W1KG15990
W1KG16666-I4PD2677,W1KG16666
W1KG6168-I1KG8463,W1KG6168
W1PD133161-I4PD2793,W1PD133161
W3CN3029-I3CN3488,W3CN3029
W3CN7829-I3CN7839,W3CN7829
W4PD502-I4PD4073,W4PD502
W1AC31-I2PD18126,W1AC31
W3CN3435-I3CN8570,W3CN3435
W3CN7856-I3CN7858,W3CN7856
W4PD502-I4PD3983,W4PD502
W4PD502-I4PD4011,W4PD502
W3CN3408-I3CN4439,W3CN3408
W3CN3408-I3CN4393,W3CN3408
W1AC374-I4PD2726,W1AC374
W1KG16588-I2PD17867,W1KG16588
W1KG24644-I1KG24707,W1KG24644
W4PD502-I4PD4088,W4PD502
W1KG9037-I1KG9066,W1KG9037
W3CN3425-I3CN7765,W3CN3425
W4CZ30835-I4CZ30841,W4CZ30835
W4PD502-I4PD4003,W4PD502
W4PD502-I4PD4004,W4PD502
W4PD502-I4PD4072,W4PD502
W8LS18460-I8LS18462,W8LS18460
W1AC16-I2PD18491,W1AC16
W1KG16655-I4PD2663,W1KG16655
W1KG16655-I4PD2650,W1KG16655
W1KG16666-I4PD2688,W1KG16666
W1KG24915-I1KG24920,W1KG24915
W3CN7829-I3CN7840,W3CN7829
W4PD502-I4PD4057,W4PD502
W4PD502-I4PD4085,W4PD502
W3CN3408-I3CN4448,W3CN3408
W1KG12059-I1KG13625,W1KG12059
W1KG16581-I2PD18459,W1KG16581
W1KG16581-I2PD18466,W1KG16581
W1KG4884-I1KG4886,W1KG4884
W1PD133161-I4PD2794,W1PD133161
W26078-4407,W26078
W30481-I1KG16924,W30481
W3CN5823-I3CN5833,W3CN5823
W3CN8043-I3CN8045,W3CN8043
W3CN8363-I3CN8365,W3CN8363
W4PD502-I4PD4087,W4PD502
W4PD502-I4PD4061,W4PD502
W3CN3408-I3CN4407,W3CN3408
W1AC364-I2PD17989,W1AC364
W1KG25056-I1KG25058,W1KG25056
W1KG4884-I1KG4897,W1KG4884
W1KG4884-I1KG4888,W1KG4884
W1KG5476-I1KG5481,W1KG5476
W26078-4416,W26078
W4PD502-I4PD4083,W4PD502
W4PD502-I4PD4059,W4PD502
W4CZ34105-I1KG16821,W4CZ34105
W1KG14523-I1KG15676,W1KG14523
W1KG25891-I1KG25893,W1KG25891
W26078-4394,W26078
W3PD398-I4PD3270,W3PD398
W3PD398-I4PD3284,W3PD398
W4PD502-I4PD4081,W4PD502
W4PD502-I4PD4065,W4PD502
W3CN3408-I3CN4432,W3CN3408
W8LS20254-I8LS20256,W8LS20254
W1KG16458-I1KG16460,W1KG16458
W1KG16651-I2PD17684,W1KG16651
W1KG16655-I4PD2644,W1KG16655
W26078-4411,W26078
W3CN4918-I3CN4920,W3CN4918
W3CN5402-I3CN5404,W3CN5402
W4PD502-I4PD4082,W4PD502
W4PD502-I4PD4064,W4PD502
W00KG02530-I00KG07595,W00KG02530
W1KG16666-I4PD2667,W1KG16666
W3CN4318-I3CN8456,W3CN4318
W3CN4726-I3CN4728,W3CN4726
W3CN5033-I3CN5035,W3CN5033
W4PD502-I4PD4080,W4PD502
W4PD502-I4PD4070,W4PD502
W3CN3408-I3CN4401,W3CN3408
W3CN7099-I3CN7114,W3CN7099
W3CN7719-I3CN7724,W3CN7719
W1AC374-I4PD2731,W1AC374
W1KG16156-I1KG16173,W1KG16156
W1KG18135-I1KG18159,W1KG18135
W1KG25186-I1KG25188,W1KG25186
W1KG25210-I1KG25212,W1KG25210
W3PD401-I3PD425,W3PD401
W4PD502-I4PD4016,W4PD502
W3CN3408-I3CN4451,W3CN3408
W1KG16666-I4PD2698,W1KG16666
W1PD107937-I1PD107957,W1PD107937
W26078-4399,W26078
W3CN7829-I3CN7836,W3CN7829
W4PD502-I4PD4069,W4PD502
W4PD502-I4PD4021,W4PD502
W4PD502-I4PD4071,W4PD502
W1AC29-I2PD17980,W1AC29
W1AC360-I2PD18326,W1AC360
W1AC374-I4PD2728,W1AC374
W1KG16655-I4PD2659,W1KG16655
W1KG16655-I4PD2652,W1KG16655
W1KG16655-I4PD2654,W1KG16655
W1KG16655-I4PD2661,W1KG16655
W1KG23738-I1KG24023,W1KG23738
W1PD133161-I4PD2800,W1PD133161
W4PD502-I4PD4063,W4PD502
W1KG13001-I1KG13066,W1KG13001
W1KG22150-I1KG22159,W1KG22150
W3CN3431-I3CN4019,W3CN3431
W3PD398-I4PD3271,W3PD398
W4CZ30835-I4CZ30840,W4CZ30835
W4PD502-I4PD3976,W4PD502
W4PD502-I4PD4054,W4PD502
W3CN3408-I3CN4466,W3CN3408
W1AC16-I2PD18489,W1AC16
W1AC309-I4PD2756,W1AC309
W1AC364-I2PD17996,W1AC364
W1KG16714-I2PD18517,W1KG16714
W1PD137879-I2PD18687,W1PD137879
W3CN3438-I3CN8574,W3CN3438
W3CN7099-I3CN7106,W3CN7099
W3PD401-I3PD424,W3PD401
W3PD401-I3PD426,W3PD401
W3PD401-I3PD423,W3PD401
W4PD502-I4PD4044,W4PD502
W1KG12985-I1KG13062,W1KG12985
W1KG15817-I1KG15821,W1KG15817
W1KG16595-I2PD18308,W1KG16595
W1KG21018-I1KG21130,W1KG21018
W21699-I1KG22929,W21699
W4PD502-I4PD4020,W4PD502
W4PD502-I4PD3977,W4PD502
W3CN3408-I3CN4458,W3CN3408
W1AC308-I4PD3947,W1AC308
W1KG15974-I1KG15984,W1KG15974
W1KG16655-I4PD2662,W1KG16655
W1KG16655-I4PD2653,W1KG16655
W1KG16655-I4PD2649,W1KG16655
W1KG16655-I4PD2665,W1KG16655
W1KG4884-I1KG4887,W1KG4884
W1PD107937-I1PD107958,W1PD107937
W3CN3425-I3CN7762,W3CN3425
W3PD401-I3PD422,W3PD401
W3PD401-I3PD421,W3PD401
W4PD502-I4PD4103,W4PD502
W8LS19210-I8LS19212,W8LS19210
W00EGS1017555-I1KG15469,W00EGS1017555
W1KG13759-I1KG15428,W1KG13759
W1KG16790-I1KG16904,W1KG16790
W1KG20639-I1KG20758,W1KG20639
W3CN4642-I3CN4644,W3CN4642
W3CN4645-I3CN4647,W3CN4645
W3CN7829-I3CN7835,W3CN7829
W3PD398-I4PD3283,W3PD398
W4PD502-I4PD4058,W4PD502
W00KG03892-I00KG03967,W00KG03892
W1KG20858-I1KG20911,W1KG20858
W1KG9032-I1KG9056,W1KG9032
W1PD133161-I4PD2801,W1PD133161
W3CN8173-I3CN8175,W3CN8173
W4PD2014-I2PD20586,W4PD2014
W3CN3408-I3CN4457,W3CN3408
W1PD107937-I1PD107944,W1PD107937
W3CN3384-I3CN3469,W3CN3384
W3PD398-I4PD3262,W3PD398
W4PD502-I4PD4066,W4PD502
W4PD502-I4PD4060,W4PD502
W3CN3408-I3CN4394,W3CN3408
W00EGS1017555-I1KG15470,W00EGS1017555
W1KG13981-I1KG13983,W1KG13981
W1KG16793-I1KG16930,W1KG16793
W1KG21275-I1KG21319,W1KG21275
W1KG22150-I1KG22160,W1KG22150
W1KG25307-I1KG25309,W1KG25307
W1KG25353-I1KG25355,W1KG25353
W1PD133161-I4PD2799,W1PD133161
W4PD502-I4PD4117,W4PD502
W4PD502-I4PD4102,W4PD502
W3CN3408-I3CN4461,W3CN3408
W3CN5624-I3CN5629,W3CN5624
W1AC31-I2PD18125,W1AC31
W30481-I1KG16925,W30481
W3CN4798-I3CN4800,W3CN4798
W4PD502-I4PD4049,W4PD502
W4PD502-I4PD3973,W4PD502
W3CN3408-I3CN4396,W3CN3408
W1KG15922-I1KG15924,W1KG15922
W26078-4414,W26078
W3CN7845-I3CN7847,W3CN7845
W4PD502-I4PD4084,W4PD502
W4PD502-I4PD3985,W4PD502
W8LS19198-I8LS19200,W8LS19198
W1KG15936-I1KG15946,W1KG15936
W1AC17-I2PD18536,W1AC17
W1AC374-I4PD2734,W1AC374
W1KG14740-I2PD18218,W1KG14740
W1KG16655-I4PD2641,W1KG16655
W2PD17620-I4PD4253,W2PD17620
W3CN4735-I3CN4737,W3CN4735
W3CN4866-I3CN4868,W3CN4866
W3CN7099-I3CN7104,W3CN7099
W4PD502-I4PD4048,W4PD502
W1GS105195-I1PD36271,W1GS105195
W1KG16652-I4PD2622,W1KG16652
W1KG16666-I4PD2678,W1KG16666
W1KG22150-I1KG22161,W1KG22150
W1KG4884-I1KG4893,W1KG4884
W1PD133164-I2PD20421,W1PD133164
W2PD17395-I4PD2967,W2PD17395
W4PD502-I4PD4105,W4PD502
W8284-I1KG15813,W8284
W3CN3408-I3CN4444,W3CN3408
W3CN3408-I3CN4468,W3CN3408
W1KG13759-I1KG15439,W1KG13759
W1KG13759-I1KG15440,W1KG13759
W3CN3408-I3CN4409,W3CN3408
W3CN3408-I3CN4402,W3CN3408
W1KG14655-I1KG15737,W1KG14655
W1KG14665-I1KG15748,W1KG14665
W1KG16606-I1KG16631,W1KG16606
W1KG16651-I2PD17680,W1KG16651
W1KG16652-I4PD2607,W1KG16652
W1KG16655-I4PD2660,W1KG16655
W1KG4884-I1KG4901,W1KG4884
W1PD159451-I4PD4573,W1PD159451
W3CN3408-I3CN4406,W3CN3408
W1KG25267-I1KG25269,W1KG25267
W1KG14505-I1KG15208,W1KG14505
W1PD133163-I4PD2446,W1PD133163
W1PD152295-I2PD20388,W1PD152295
W28799-I1KG18157,W28799
W3CN7099-I3CN7113,W3CN7099
W4PD502-I4PD4047,W4PD502
W4PD502-I4PD4078,W4PD502
W4PD502-I4PD4099,W4PD502
W4PD502-I4PD4068,W4PD502
W4PD502-I4PD4045,W4PD502
W3CN3408-I3CN4452,W3CN3408
W3CN3408-I3CN4420,W3CN3408
W1AC308-I4PD3948,W1AC308
W1KG16652-I4PD2610,W1KG16652
W1KG16655-I4PD2636,W1KG16655
W1KG16655-I4PD2646,W1KG16655
W3CN7099-I3CN7111,W3CN7099
W3CN7829-I3CN7834,W3CN7829
W3CN7845-I3CN7848,W3CN7845
W4PD502-I4PD3988,W4PD502
W1KG13759-I1KG15433,W1KG13759
W3CN3408-I3CN4391,W3CN3408
W3CN5624-I3CN5628,W3CN5624
W1KG22580-I1KG22591,W1KG22580
W1PD137813-I2PD19057,W1PD137813
W3CN4705-I3CN4708,W3CN4705
W3CN4957-I3CN4959,W3CN4957
W4PD2014-I2PD20585,W4PD2014
W4PD502-I4PD3981,W4PD502
W1KG12987-I1KG13064,W1KG12987
W1KG16139-I1KG16145,W1KG16139
W1KG16652-I4PD2602,W1KG16652
W1KG21754-I1KG21849,W1KG21754
W1KG23221-I1KG23318,W1KG23221
W3CN5312-I3CN5314,W3CN5312
W3CN7913-I3CN7917,W3CN7913
W4PD502-I4PD3994,W4PD502
W1KG13759-I1KG15435,W1KG13759
W1KG15817-I1KG15819,W1KG15817
W1KG16455-I1KG16457,W1KG16455
W3CN3408-I3CN4464,W3CN3408
W4CZ34261-I4CZ45291,W4CZ34261
W00EGS1016951-I01JW174,W00EGS1016951
W1KG13017-I1KG13095,W1KG13017
W1KG14627-I1KG15643,W1KG14627
W1KG16652-I4PD2609,W1KG16652
W3CN5026-I3CN5028,W3CN5026
W4PD502-I4PD3990,W4PD502
W3CN3408-I3CN4434,W3CN3408
W16484-I1KG13436,W16484
W1AC16-I2PD18490,W1AC16
W1KG16652-I4PD2619,W1KG16652
W1KG16655-I4PD2642,W1KG16655
W3CN8060-I3CN8066,W3CN8060
W3PD398-I4PD3281,W3PD398
W4PD2014-I2PD20589,W4PD2014
W4PD502-I4PD4101,W4PD502
W4PD502-I4PD3984,W4PD502
W3CN3408-I3CN4397,W3CN3408
W1AC349-I4PD4486,W1AC349
W1KG16652-I4PD2606,W1KG16652
W1KG22150-I1KG22162,W1KG22150
W1AC26-I2PD18434,W1AC26
W1AC309-I4PD2742,W1AC309
W1AC364-I2PD17988,W1AC364
W1AC380-I2PD18348,W1AC380
W3CN7719-I3CN7725,W3CN7719
W1AC374-I4PD2727,W1AC374
W1GS49280-I1PD34006,W1GS49280
W3CN5561-I3CN5564,W3CN5561
W3CN3408-I3CN4427,W3CN3408
W3CN3408-I3CN4424,W3CN3408
W1KG16652-I4PD2611,W1KG16652
W1KG16652-I4PD2616,W1KG16652
W1KG16655-I4PD2637,W1KG16655
W1KG18130-I1KG18147,W1KG18130
W1KG22691-I1KG22913,W1KG22691
W1PD107937-I1PD107947,W1PD107937
W1PD133161-I4PD2796,W1PD133161
W26078-4392,W26078
W1AC364-I2PD17990,W1AC364
W1AC430-I2PD18324,W1AC430
W1KG13759-I1KG15427,W1KG13759
W1KG16214-I1KG16248,W1KG16214
W1KG16651-I2PD17687,W1KG16651
W1KG16652-I4PD2603,W1KG16652
W1KG16666-I4PD2693,W1KG16666
W1KG25101-I1KG25103,W1KG25101
W3CN3425-I3CN7764,W3CN3425
W3CN532-I3CN8542,W3CN532
W3CN3408-I3CN4408,W3CN3408
W1AC242-I2PD17757,W1AC242
W1KG16651-I2PD17683,W1KG16651
W1PD105825-I1PD105827,W1PD105825
W1AC29-I2PD17979,W1AC29
W1PD137800-I2PD17933,W1PD137800
W26078-4402,W26078
W4CZ34261-I4CZ45290,W4CZ34261
W8LS19177-I8LS19179,W8LS19177
W1PD107937-I1PD107959,W1PD107937
W1PD133163-I4PD2445,W1PD133163
W2PD17608-I4PD4598,W2PD17608
W3CN3417-I3CN4503,W3CN3417
W3CN4672-I3CN4674,W3CN4672
W4PD502-I4PD4067,W4PD502
W4PD502-I4PD4052,W4PD502
W4CZ34105-I1KG16824,W4CZ34105
W1AC225-I2PD18164,W1AC225
W1KG16652-I4PD2615,W1KG16652
W1KG16714-I2PD18514,W1KG16714
W1PD159451-I4PD4567,W1PD159451
W26078-4410,W26078
W3CN3425-I3CN7763,W3CN3425
W3CN532-I3CN8544,W3CN532
W4PD502-I4PD4076,W4PD502
W3CN3408-I3CN4425,W3CN3408
W1KG14517-I1KG18525,W1KG14517
W1KG9771-I1KG9784,W1KG9771
W1PD133163-I4PD2442,W1PD133163
W3CN532-I3CN8543,W3CN532
W4PD502-I4PD4091,W4PD502
W8LS18262-I8LS20725,W8LS18262
W00EGS1017717-I2KG207974,W00EGS1017717
W1KG15446-I1KG15452,W1KG15446
W1KG25050-I1KG25052,W1KG25050
W3CN3408-I3CN4392,W3CN3408
W1KG15817-I1KG15820,W1KG15817
W1KG16651-I2PD17686,W1KG16651
W1KG16651-I2PD17676,W1KG16651
W1KG16655-I4PD2638,W1KG16655
W1KG16666-I4PD2683,W1KG16666
W1KG24651-I1KG25040,W1KG24651
W3CN7920-I3CN7922,W3CN7920
W4CZ34105-I1KG16817,W4CZ34105
W1PD133163-I4PD2447,W1PD133163
W4PD502-I4PD3987,W4PD502
W1KG4884-I1KG4905,W1KG4884
W1PD137800-I2PD17932,W1PD137800
W1PD152291-I2PD18424,W1PD152291
W3CN532-I3CN8541,W3CN532
W00EGS1017717-I2KG207975,W00EGS1017717
W3CN7099-I3CN7102,W3CN7099
W1KG20782-I1KG20833,W1KG20782
W1KG25080-I1KG25082,W1KG25080
W1PD107937-I1PD107956,W1PD107937
W20830-5678,W20830
W2PD19192-I2PD19338,W2PD19192
W1AC385-I2PD18237,W1AC385
W1KG23134-I1KG23493,W1KG23134
W1PD137853-I2PD20380,W1PD137853
W1PD137882-I1KG15930,W1PD137882
W3CN3417-I3CN4500,W3CN3417
W3CN545-I3CN3916,W3CN545
W1PD133161-I4PD2802,W1PD133161
W3CN3408-I3CN4412,W3CN3408
W3PD398-I4PD3269,W3PD398
W4CZ62374-I4CZ62382,W4CZ62374
W4CZ34105-I1KG16816,W4CZ34105
W1AC309-I4PD2745,W1AC309
W1KG14614-I1KG15617,W1KG14614
W1KG8579-I1KG8592,W1KG8579
W1PD133161-I4PD2792,W1PD133161
W3CN7845-I3CN7849,W3CN7845
W4PD502-I4PD3991,W4PD502
W1AC41-I2PD17598,W1AC41
W1PD152291-I2PD18412,W1PD152291
W20082-I1KG18126,W20082
W2PD19093-I2PD20732,W2PD19093
W3PD394-I2PD17701,W3PD394
W8LS19204-I8LS19206,W8LS19204
W3CN3408-I3CN4431,W3CN3408
W1KG15935-I1KG15943,W1KG15935
W1KG16651-I2PD17685,W1KG16651
W1KG16652-I4PD2600,W1KG16652
W1KG16655-I4PD2648,W1KG16655
W1KG16666-I4PD2685,W1KG16666
W1KG17112-I1KG17123,W1KG17112
W1KG4884-I1KG4900,W1KG4884
W4PD502-I4PD4023,W4PD502
W3CN3408-I3CN4435,W3CN3408
W3CN5823-I3CN5829,W3CN5823
W4CZ34105-I1KG16820,W4CZ34105
W1KG9771-I1KG9783,W1KG9771
W1PD133161-I4PD2798,W1PD133161
W21846-I1KG16014,W21846
W1AC242-I2PD17759,W1AC242
W1KG15471-I1KG16261,W1KG15471
W1KG16651-I2PD17677,W1KG16651
W1KG4884-I1KG4890,W1KG4884
W1KG4884-I1KG4910,W1KG4884
W1PD107937-I1PD107961,W1PD107937
W1PD137863-I2PD19650,W1PD137863
W1KG17112-I1KG17122,W1KG17112
W1KG25174-I1KG25176,W1KG25174
W1KG16612-I1KG16659,W1KG16612
W1KG4884-I1KG4891,W1KG4884
W4CZ62374-I4CZ62383,W4CZ62374
W8LS20768-I8LS20831,W8LS20768
W1AC229-I2PD17770,W1AC229
W1AC242-I2PD17758,W1AC242
W1KG16555-I2PD18269,W1KG16555
W1KG16655-I4PD2645,W1KG16655
W1KG21760-I1KG21870,W1KG21760
W3CN4963-I3CN4965,W3CN4963
W1KG13981-I1KG13984,W1KG13981
W3CN7099-I3CN7120,W3CN7099
W3CN3408-I3CN4413,W3CN3408
W4CZ34105-I1KG16819,W4CZ34105
W1AC321-I2PD18067,W1AC321
W1KG15517-I1KG15525,W1KG15517
W1KG16651-I2PD17675,W1KG16651
W20170-5506,W20170
W1AC435-I2PD19780,W1AC435
W1KG13759-I1KG15436,W1KG13759
W1PD107937-I1PD107966,W1PD107937
W1AC321-I2PD18066,W1AC321
W1AC374-I4PD2729,W1AC374
W1KG16651-I2PD17688,W1KG16651
W1PD137888-I2PD17672,W1PD137888
W1AC387-I2PD18241,W1AC387
W1KG8584-I1KG8599,W1KG8584
W1PD105858-I1PD105860,W1PD105858
W1PD133163-I4PD2444,W1PD133163
W3CN7859-I3CN7861,W3CN7859
W3CN3408-I3CN4411,W3CN3408
W1KG14505-I1KG15207,W1KG14505
W1KG15996-I1KG16000,W1KG15996
W1KG25065-I1KG25067,W1KG25065
W1KG4304-I1PD100515,W1KG4304
W1PD133163-I4PD2441,W1PD133163
W1PD181143-I4PD3042,W1PD181143
W1PD181143-I4PD3035,W1PD181143
W20127-I1KG21098,W20127
W26078-4418,W26078
W1KG16156-I1KG16172,W1KG16156
W1KG16652-I4PD2605,W1KG16652
W4PD2014-I2PD20587,W4PD2014
W1KG16652-I4PD2612,W1KG16652
W3CN5823-I3CN5825,W3CN5823
W8LS18739-I8LS18741,W8LS18739
W3CN3408-I3CN4455,W3CN3408
W3CN3408-I3CN4421,W3CN3408
W1KG13790-I1KG15361,W1KG13790
W1KG16652-I4PD2601,W1KG16652
W1KG16652-I4PD2613,W1KG16652
W30037-I1KG12943,W30037
W3CN4690-I3CN4692,W3CN4690
W3CN3408-I3CN4436,W3CN3408
W1AC218-I2PD18580,W1AC218
W1KG14623-I1KG15635,W1KG14623
W1KG20785-I1KG20883,W1KG20785
W1KG25110-I1KG25112,W1KG25110
W1PD107937-I1PD107952,W1PD107937
W4PD502-I4PD4015,W4PD502
W1KG13432-I1KG13741,W1KG13432
W1KG16651-I2PD17678,W1KG16651
W1KG16666-I4PD2694,W1KG16666
W1KG17114-I1KG17128,W1KG17114
W3CN6654-I3CN6656,W3CN6654
W4PD502-I4PD4100,W4PD502
W3CN3408-I3CN4459,W3CN3408
W3CN5186-I3CN5188,W3CN5186
W1AC364-I2PD17995,W1AC364
W1AC364-I2PD17985,W1AC364
W1KG16652-I4PD2617,W1KG16652
W1KG4884-I1KG4907,W1KG4884
W1PD107937-I1PD107951,W1PD107937
W2PD17621-I4PD4223,W2PD17621
W3CN6654-I3CN6657,W3CN6654
W1AC242-I2PD17755,W1AC242
W4PD502-I4PD4115,W4PD502
W4PD502-I4PD4093,W4PD502
W3CN5624-I3CN5626,W3CN5624
W1AC308-I4PD3945,W1AC308
W1AC308-I4PD3946,W1AC308
W1KG16655-I4PD2640,W1KG16655
W1KG16655-I4PD2639,W1KG16655
W1KG16655-I4PD2664,W1KG16655
W1KG25320-I1KG25322,W1KG25320
W1KG4884-I1KG4904,W1KG4884
W1KG6256-I1KG6303,W1KG6256
W26078-4404,W26078
W4PD502-I4PD3992,W4PD502
W1KG9771-I1KG9786,W1KG9771
W4CZ34105-I1KG16822,W4CZ34105
W4CZ34105-I1KG16815,W4CZ34105
W1KG25264-I1KG25266,W1KG25264
W1PD133161-I4PD2797,W1PD133161
W1PD133163-I4PD2443,W1PD133163
W1PD159378-I2PD18995,W1PD159378
W21915-I1KG20642,W21915
W3PD415-I4PD4684,W3PD415
W4PD502-I4PD4000,W4PD502
W3CN8185-I3CN8187,W3CN8185
W1AC2-I2PD18003,W1AC2
W1AC308-I4PD3949,W1AC308
W1KG16714-I2PD18518,W1KG16714
W2PD17394-I4PD2975,W2PD17394
W3PD403-I2PD18025,W3PD403
W4PD502-I4PD4046,W4PD502
W1AC309-I4PD2751,W1AC309
W1KG13759-I1KG15430,W1KG13759
W1KG16581-I2PD18465,W1KG16581
W22073-I1KG17892,W22073
W3CN7042-I3CN7044,W3CN7042
W4PD502-I4PD3989,W4PD502
W3CN3408-I3CN4453,W3CN3408
W1KG13768-I1KG21311,W1KG13768
W1KG16652-I4PD2621,W1KG16652
W1KG16666-I4PD2686,W1KG16666
W1KG4884-I1KG4909,W1KG4884
W26078-4393,W26078
W4PD502-I4PD3986,W4PD502
W3CN3417-I3CN4499,W3CN3417
W3CN4729-I3CN4731,W3CN4729
W3PD398-I4PD3265,W3PD398
W4PD502-I4PD3995,W4PD502
W3CN3408-I3CN4419,W3CN3408
W3CN3408-I3CN4426,W3CN3408
W3CN3408-I3CN4418,W3CN3408
W1AC16-I2PD18494,W1AC16
W1KG16157-I1KG16175,W1KG16157
W1KG16651-I2PD17679,W1KG16651
W1KG22150-I1KG22163,W1KG22150
W29564-6015,W29564
W3CN3408-I3CN4438,W3CN3408
W1KG13759-I1KG15434,W1KG13759
W1KG15936-I1KG15945,W1KG15936
W1KG16666-I4PD2696,W1KG16666
W1KG25307-I1KG25310,W1KG25307
W1PD137798-I2PD18555,W1PD137798
W3CN4311-I3CN4330,W3CN4311
W3CN3408-I3CN4398,W3CN3408
W1AC242-I2PD17760,W1AC242
W1AC364-I2PD17991,W1AC364
W1KG13769-I1KG15219,W1KG13769
W1KG16655-I4PD2635,W1KG16655
W2PD17395-I4PD2968,W2PD17395
W3PD394-I2PD17700,W3PD394
W3CN3408-I3CN4405,W3CN3408
W1KG13759-I1KG15431,W1KG13759
W1KG15383-I1KG15397,W1KG15383
W1PD133161-I4PD2789,W1PD133161
W26078-4391,W26078
W3CN5571-I3CN5573,W3CN5571
W8284-I1KG15812,W8284
